,topic,keyword,utterances_text
7072,미용과 패션,새치 염색 샴푸,"아 요즘 왜 이렇게 새치가 많이 나냐ㅠㅠ.
나도 새치 때문에 고민이 많아...
나두ㅜㅜ. 그래서 요즘 새치 염색 샴푸 쓰는데 꽤 괜찮던데.
헐 새치 염색 샴푸가 있어?
아 감기만 해도 새치 커버된다는 광고 보긴 했는데.
ㅇㅇ 나도 광고 보고 혹시나 해서 써봤는데 갠춘했엉.
어떤 제품인지 알려줘, 나도 손민수할래ㅋㅋ.
유명한게 모다모다랑 아모레퍼시픽 샴푸던데.
내가 쓰는건 모다모다 프로체인지 블랙 샴푸!
모다모다 브랜드는 처음 들어보는데 모다모다에 새치 염색 샴푸 종류가 뭐뭐 있어?
1종류 아니고 몇 종류 있다고 들었는데.
웅, 프로체인지 블랙 샴푸, 프로체인지 다크닝 샴푸, 프로체인지 샤또 블랙 샴푸까지 있엉.
오 3종류나 있구나. 새치 염색 샴푸 중에서는 모다모다가 인기있는 브랜드인거지?
최근에 새치 염색 브랜드 대상으로 한 브랜드 지표 분석 결과에서 모다모다가 1위래.
맞앙, 5가지 조사항목이었는데 모든 지표에서 모다모다가 1위.
근데 어떻게 감기만 해도 새치가 커버되는거지?
그치? 나도 뭔가 안 믿겨서 광고 보고도 안 샀는데ㅋㅋ.
나도 그랬는데 피부과 교수들이 연구한게 있더라구.
아 그램? 어떤 방식으로 새치가 커버되는거래?
샴푸 안에 특별한 성분이 있을 것 같은데.
맞아, 폴리페놀이 함유된 특허 성분이 산소, 햇빛이랑 반응하면서 새치가 흑갈색으로 변화는 효과를 유도한대.
와 핵신기하다ㅋㅋ. 세상 너무 편해졌다 진짜.
그니까, 예전이었으면 맨날 새치 염색하느라 귀찮았을텐데.
만족도는 사바사겠지만 나는 개인적으로 추천이야! 새치 많이 고민되면 한 번 써봥ㅎㅎ."
6871,미용과 패션,셀프 속눈썹 펌,"내 인별에 올린 사진 봄?ㅋㅋ 나 셀프 속눈썹 펌 했는데 너무 잘돼서 사진찍는것마다 잘 나오더라고ㅋㅋ
네가 직접 한거였어? 오나전 전문가 솜씨같던데?
그렇지? 나 똥손인거 너도 잘 알잖아ㅋㅋ. 그런데 내가 한거는 엄청 쉬워서 잘되더라고ㅋㅋ
하나밖에 없는 찐친아ㅋㅋ. 나에게도 그 셀프 속눈썹 펌이 뭔지 공유해주지 않을래?ㅋㅋ
내가 특별히 너에게만 알려줄게ㅋㅋ. 내가 산거는 메리쏘드 릴 롱래쉬펌이야ㅋㅋ
어디 브랜드인데? 가격은 얼마정도 함?
브랜드 이름이 메리쏘드임ㅋㅋ. 가격은 2만2900원인데 10회분 치고는 싼편이지ㅋㅋ
나 지금 지름신 강림했다ㅋㅋ. 하고나서 후기가 어때?
셀프펌하고 난 후에 뷰러를 안하니깐 너무 편리하더라ㅠㅠ. 뷰러안해도 바짝 올라가있음!
나는 매일 뷰러러 쫙 집고 마스카라 떡칠하는데ㅠㅠ.
속눈썸 펌 하니깐 바짝 올라가서 와장 안해도 눈이 또렷해서 예뻐보이는 효과도 있더라ㅋㅋ
작은 내 눈에는 효과가 극대화 되겠구나ㅋㅋ
혹시 모르니깐 사용하기 전에는 펌 약을 피부에 테스트하고 해! 후기 보니깐 약이 안맞아서 피부가 빨개지는 사람 있더라고.
알려줘서 고맙다ㅋㅋ. 유지는 얼마정도 되는거 같아?
홈페이지에는 최대 2달 유지된다고 하는데ㅋㅋ. 나는 지금 1달째인데도 잘 올라가 있음ㅋㅋ
효과 레알 좋은가보군ㅋㅋ. 괜찮으면 우리 나중에 서로 해주자ㅋㅋ"
9937,스포츠 및 e스포츠,테니스,"테니스 인기가 뜨겁다!
렬루? 나도 테니스 좋아해!
레알? 나도 최근에 시작했어!
와 머박! 같이 치러갈래?
좋아! 언제 어디서 할까?
주말에 인천 롯데백화점에 휠라 팝업스토어가 있던데 어떰?
휠라 팝업스토어? 그럼 테니스 의류도 구경할 수 있겠네!
맞아! 휠라의 테니스웨어 '화이트라인'도 있대!
화이트라인? 그거 입고 치러가야지!
응! 그리고 휠라의 테니스화도 있어! '스피드 서브 T9'와 '스트로크2 T3'!
와 대박! 테니스화도 사야겠다!
휠라 팝업스토어에서 다양한 테니스 액세서리도 볼 수 있을 거야!
액세서리도 사야지! 테니스할 때 필요하니까!
그래! 그리고 휠라는 111년 브랜드 역사를 가지고 있어!
대표 종목으로 같이해 온 휠라 테니스 헤리티지도 경험해보고 싶다!
그럼 주말에 롯데백화점으로 가자! 테니스 즐기러 가자!"
9045,스포츠 및 e스포츠,아시안게임 이색 종목,"어제 너튜브 보다 늦게 잤어
어떤 영상 보다 잤는데?
원래 유튭 보면 시간 빨리 가긴 하지
스포츠 경기 영상!ㅎ 너희도 자주 봐?
응. 나는 스포츠 되게 좋아해서
나도 요즘 아시안게임 영상 엄청 봐
아시안게임 난 안봤는데... 그거 어디서 하는거임?
이번 아시안 게임은 중국 항저우에서 열렸어.
총 481개의 세부 경기가 열린대~
엄청 경기 많다.ㅋㅋ 좀 이색적인 종목도 있어?
당근 있지. 등나무 공을 차는 세팍타크로란 종목이 있어
배구와 축구를 혼합한 스포츠야. 족구랑 비슷해
그런 종목이 있단 말야? 우리나라 선수들도 나가?
응. 한국 대표팀은 남자 13명, 여자 13명으로 모두 26명이 대회에 나가!
이 경기엔 총 금메달 6개가 걸렸어.ㅋㅋ
우리나라가 땄으면 좋겠다.ㅋㅋ 또 다른 이색종목 궁금해!
중국의 전통 무술인 우슈란 종목이 있어.
장권, 남권, 태극권 같은 권법이나, 무기를 이용한 도술, 검술 등으로 순위를 가르는 경기야
전부 다 처음 들어보는 경기야!
나도 이번 아시안게임을 통해 알게됐어.ㅎ
나도. 그런데 영상으로 보니 더 재밌더라
그렇구나. 그럼 나도 꼭 볼게
응! 어서 한국을 응원하자!
우리나라가 금메달 전부 딸 수 있게!"
9075,스포츠 및 e스포츠,아시안게임 이색 종목,"요즘 혼술하는 재미가 생겼엉
너도 혼술족이구나? 보통 뭐 하면서 마시는데?
보통은 스포츠 경기를 보면서 마셔
그럼 이번에 하는 아시안게임도 보고있어?
아니. 아시안게임은 언제부터 언제까지 하는건데?
이번에는 2023년 9월 23일부터 10월 8일까지 진행한다고 해.
거기에 볼만한 종목은 어떤 게 있어?
이번에는 다양한 이색종목들이 진행돼서 그걸 보면 될듯
이색종목은 어떤 것들이 있는데?
용선, 카바디, 쿠라쉬, 브릿지 등 다양한 종목들을 해
그 중에서 카바디는 어떤 종목이야?
일종의 술래잡기와 격투가 혼합된 팀 경기야.
얘기 들어보니까 재미있을 것 같아
그치? 그래서 나도 이번에 챙겨보려고
그럼 나도 시간 알아보고 봐야겠다
응. 우리 같이 응원하면서 보자"
8345,스포츠 및 e스포츠,월드컵,"월드컵 응원단 박박이다!
응원단이 어디서 활동할 건데?
서울 광화문 광장에서 활동할 거래
광화문 광장이 좋은 위치네
응원하러 가야지!
나도 같이 가자!
월드컵에서 우리나라가 잘 할까?
분위기 좋으면 잘 할 거야!
붉은악마 응원하면 분위기 더 좋아질 것 같아
붉은악마 응원단 대한민국 자랑이다!
응원단 활동을 기다려!
응원단 활동이 기대되네!
월드컵에서 좋은 결과 있으면 좋겠다
우리나라 힘!
화이팅이다!"
7937,스포츠 및 e스포츠,골프,"허리나 어깨에 무리가 가는 운동 조심해야 해
ㅇㅋㅇㅋ 특히 골프는 부상 위험이 크더라
맞아 골프로 인한 부상이 많아
그럼 어떻게 하면 좋을까?
스트레칭과 준비운동을 충분히 해야 해
ㅇㅋㅇㅋ 그리고 스윙도 조심해야지
응, 무리한 풀 스윙보다는 3/4 스윙이 좋아
글쿠나, 그럼 부상을 예방할 수 있겠네
마좌 부상 없이 즐겁게 골프를 즐기자
ㅇㅋㅇㅋ 건강한 운동이 최고야
맞아 운동을 할 때 건강을 우선으로 생각해야 해
그렇지, 그래야만 오래 즐길 수 있지
맞아 그리고 가을은 운동하기 좋은 계절이지
ㅇㅋㅇㅋ 가을에는 골프나 등산을 즐기기 좋아
근데 몸을 충분히 풀어주지 않으면 부상이 생길 수 있어
ㅇㅇ 몸을 건강하게 유지하는 게 중요해"
9398,스포츠 및 e스포츠,프로야구,"프로야구 경기가 중단됐어 ㅠㅠ
렬루? 왜 중단됐어?
NC 선수들이 코로나 양성 판정 받았대
어떻게 그럴 수 있어? 검사는 안 했어?
호텔에서 확진자 발생해서 검사를 받았어
두산 선수들도 검사 받았을까?
응, 두산 선수들 중에도 확진자가 나왔어
그럼 경기 일정이 어떻게 되는 거야?
한국야구위원회가 12일 리그 중단을 발표했어
아니, 이번 시즌은 어떻게 되는 거야?
아직 결정은 안 났어, 논의 중이래
이런 상황에서는 어떻게 해야 하지?
안전을 위해서는 중단하는 게 맞는 거 같아
그래도 너무 까비다 ㅠㅠ
맞아 이번 시즌은 렬루다가 기대했는데
다음 시즌을 기대해봐야겠다"
7751,스포츠 및 e스포츠,손흥민,"손흥민 레알 박박이다 ㅋㅋ
응응! 손흥민 진짜 멋지다 ㅎㅎ
오늘 경기에서도 골 넣었어!
와 ㄹㅇ? 레게노다 ㅠㅠ
그래! 3골이나 넣었어!
머박! 손흥민 레알 최고다 ㅋㅋ
그치? 팬들한테 감사 인사도 했어
레알 친근감이 느껴져서 좋다 ㅎㅎ
손흥민은 항상 팬들을 생각해
그래서 팬들도 손흥민을 힘!
맞아! 손흥민은 우리의 자랑이야
손흥민은 레알루다가 대단한 선수야
그치? 그리고 그 사진도 너무 귀엽지 않아?
응! 손흥민이 웃는 모습이 너무 좋아~
손흥민은 우리에게 힘을 줘
그래! 손흥민 파이팅!"
9412,스포츠 및 e스포츠,프로야구,"프로야구 개막식 어땠어?
진짜 머박이었어! 홈팀이 이겼어!
와 대박! 어떤 팀이 이겼어?
중신 브라더스가 퉁이 라이언스를 이겼어!
퉁이 라이언스는 어떰?
퉁이 라이언스는 강팀이야! 근데 중신 브라더스가 이겼어!
와 진짜 박박이네! 대만 프로야구는 열정 넘치는 것 같아
맞아! 대만 팬들은 레알루다가 열정적이야
한국, 미국, 일본은 아직 개막일이 정해지지 않았는데 대만은 이미 일정표를 완성했어
레알? 그래서 대만 팬들은 프로야구를 볼 수 있어서 부러워하겠다
맞아! 대만은 세계에서 가장 먼저 프로야구 정규시즌을 개막했어
렬루다가 대단내! 대만은 코로나19 확산을 막기 위해 경기를 무관중으로 치르고 있어
그래서 관중석에는 취재진과 치어리더만 있었구나
맞아! 아직은 관중이 없지만 대만 팬들은 경기를 응원하고 있어
대만 프로야구는 레알루다가 신선한 뉴스가 됐어
그렇지! 대만은 세계에 알릴만한 가치가 있는 프로야구를 하고 있어"
8309,스포츠 및 e스포츠,축구,"한국 축구 대표팀이 우즈베키스탄과의 경기가 얼마 남지 않았어.
짜짜? 그 경기가 우리 팀의 운명을 좌우할 거야?
응, 대표팀이 이긴다면 본선 진출이 확정되는데, 비기면 플레이오프를 치러야 해.
플레이오프는 렬루다가 힘들겠다. 그래도 대표팀이 이길 수 있을까?
우즈베키스탄은 강팀이지만, 대표팀이 최선을 다한다면 이길 수 있을 거야.
그렇담 대표팀이 이길 수 있을 것 같아. 응원해야지!
응원해줘서 고마워! 대표팀이 이기면 조 2위로 진출할 수 있어.
조 2위로 진출하면 본선에서도 좋은 성적을 거둘 수 있을 것 같아.
맞아 대표팀이 최고의 경기력을 보여줄 수 있도록 응원해야 해!
물논이지! 대표팀 힘!
힘! 대표팀이 이번 경기에서 승리하길 기도할게.
기도하면 이루어진다고 하잖아! 대표팀이 이길 거야.
그렇게 믿고 기도해보자. 대표팀 힘!
힘! 대표팀이 이번 경기에서 최선을 다하길 바래.
마좌 최선을 다해 노력하면 좋은 결과가 있을 거야.
대표팀이 이번 경기에서 승리하고 본선에서 좋은 모습을 보여줬으면 좋겠어."
9418,스포츠 및 e스포츠,프로야구,"프로야구 개막했네 ㅋㅋ
응! 한국시리즈 끝났지만 호주에서도 개막했어!
호주에도 프로야구가 있었어?
그래! 호주 프로야구(ABL)라고 해!
레알? 언제부터 개막했어?
지난 11일에 시작했어! 22~23시즌이야!
구단은 몇 개나 있어?
8개의 소속 구단이 있어! 팀당 40경기씩 치르는 거야
질롱 코리아도 참가했어?
그래! 2018년에 창단한 질롱 코리아가 3년만에 다시 참가했어!
질롱은 어디야? 잘 알려진 도시는 아니지?
맞아! 질롱은 호주 빅토리아주에 있는데, 잘 알려진 도시는 아니야
그럼 인구는 ㅇㄸ?
빅토리아주에서 멜번 다음으로 인구가 많은 도시래
여름에 가기 좋은 곳이야?
그래! 휴양지로 유명하고 여름에 놀러가기 굿굿!"
7966,스포츠 및 e스포츠,골프,"오늘은 골프에 대해 얘기해볼까?
좋아~ 나도 골프에 관심이 많아.
너 골프를 얼마나 오래 하고 있어?
아직은 초보지만 최근에 시작했어.
골프공에 대해서 알고 있니?
조금은 알지만 자세히는 잘 모르겠어.
트렌치 런던에서 새로운 골프공을 출시했대.
트렌치 런던? 첨 들어봤는데 어떤 특징이 있어?
이번에 출시된 골프공은 멀리 날아가고 스핀에도 정교하게 컨트롤이 가능한 기술이 적용되었대.
ㄹㅇ? 그럼 드라이버 샷도 멀리 날아갈 수 있겠네.
맞아! 그리고 퍼팅 정렬을 도와주는 'T바 시그니처'도 있어.
와 레알 다양한 기능이 있는 골프공이네.
맞아! 트렌치 런던은 국내에서도 사랑받는 브랜드가 되기를 기원하며 다양한 제품을 출시할 거래.
앞으로 트렌치 런던의 제품을 더 많이 알아봐야겠다.
맞아! 같이 골프를 즐기면 더 재미있을 거야.
그래! 다음에 같이 골프 치러 가자."
7970,스포츠 및 e스포츠,골프,"오늘 골프 박람회 가자!
오 좋아~ 어디서 열려?
울산 유에코에서 개최돼!
울산이라니까 멀지 않아!
맞아! 더골프쇼야!
더골프쇼? 그게 뭐임?
골프 전문 박람회래! 골프용품도 많아!
충공! 와! 골프용품도 볼 수 있어?
응! 스윙분석기도 있고, 스크린 골프도 있어!
머박! 신제품도 볼 수 있을까?
그래! 신제품도 전시될 예정이야!
시간은 어떻게 되니?
2023년 여름에 개최돼!
그럼 무더운 여름에 골프도 즐길 수 있겠네!
맞아! 입장료도 저렴하거든!
충공! 와! 그럼 나도 가볼게!"
8922,스포츠 및 e스포츠,삼성 라이온즈,"삼성 라이온즈
응응! 오늘 경기 어땠어?
엄청 재밌었어! 김동엽과 이성규가 홈런을 쏘아올려서 흥분됐어
와 머박이네! 공격력이 좋아지면 좋겠다
맞아! 이번에는 타선에 11명까지 들어가게 해서 경기력을 높이려고 했어
좋은 전략이네! 그래서 선수들이 잘 적응했나봐
그렇지! 김동엽은 2사 1루에서 좌월 홈런을 때려냈고, 이성규는 주자 없는 상황에서 우측 담장을 넘기는 홈런포를 쐈어
와 레알루다가 멋있었겠다! 이번에는 팀 전체가 활약했구나
맞아! 김동엽이는 2사 만루에서 2타점 적시타를 치고, 이성규는 물러났지만 많은 득점을 올렸어
팀 전체가 열심히 노력해서 좋은 결과를 얻었구나!
응응! 이번 경기로 팀에 희망이 생겼어
다음 경기도 기대되겠다! 응원할게
고마워! 삼성 라이온즈 파이팅!
파이팅! 내일도 잘해줘
그럼 내일 봐!
응응,"
9024,스포츠 및 e스포츠,아시안게임 이색 종목,"드디어 항저우 아시안게임 개막하는 거 알지? 너무 신나!
ㅋㅋ 니가 스포츠 좋아하는 건 알았지만 엄청 기다렸나봐?
응! 항저우 아시안 게임이 2022년 대회인데 1년 미뤄진 거잖아. 무지 기다렸다구! 마음은 직관이지만 집관하는 것 만으로도 너무 기대돼!ㅎㅎ
ㅋㅋ 축하한다. 그럼 이번 아시안게임 관전 포인트가 있음 나도 알려주랑!
내 생각에 이번 아시안 게임은 특별한 종목이 많다는 게 특징이야!
그래? 종목이 몇 개나 되는데?
일단 61개 세부 종목에서 483개의 금메달이 달려있는데, 이번 대회에는 e스포츠가 정식 종목으로 처음 열리고, 파리올림픽 정식 종목인 브레이킹도 시범 종목으로 선보이게 돼.
맞다. 나도 내가 좋아하는 비보이가 출전한다고 해서 그건 기대하고 있었어! 특별한 종목이라는게 e스포츠랑 브레이킹이었어? 그 정도는 나도 아는데 그게 다야?ㅋㅋ
노노, 말또서ㅋ. 더 생소한 종목이 많아! 유러피안주짓수, 용선, 카바디, 쿠라쉬, 브릿지, 샹치! 이중에 들어본 거 있어?
헉, 주짓수 정도만 들어봤지 다 모르는 것들이야. 어떤 스포츠들이야?
먼저 브릿지는 4명이 한 테이블에 둘러앉아서 52장의 플레잉 카드를 가지고 하는 게임인데, 카드를 나누어 모양과 숫자를 조합해 경우의 수를 따지는 게임이야. 덩샤오핑 주석도 즐겨했던 게임인데 고령자도 플레이를 할 수 있어서 80대 선수가 출전하는 경우도 있대. 샹치는 중국 전통 장기라고 생각하면 됨.
오 듣다보니 재밌는데? 그럼 카바디랑 쿠라쉬는 어떤 게임이야?
카바디는 일종의 술래잡기와 격투가 혼합된 방식의 게임인데 인도가 종주국이야. 쿠라쉬는 우즈베키스탄에서 오래 전부터 전해 내려온 전통 씨름이래. 마치 우리나라 씨름처럼 말야.
중국에서 열리는 대회라서 중국 게임들을 추가한 줄 알았더니 다양한 나라의 종목들이 추가된 거구나!
응응! 아시안 게임이란 이름에 너무 걸 맞는 것 같아ㅋ
ㅋㅋ 너 많이 신나보인다ㅎㅎ. e스포츠, 브레이킹에 장기랑 카드 게임 같은 종목도 아시안 게임에 추가되다니 스포츠의 영역이 엄청 넓어진 것 같네. 덕분에 나도 챙겨서 재밌게 볼게!"
8876,스포츠 및 e스포츠,삼성 라이온즈,"삼성 라이온즈는 올 시즌 선발 투수가 부족한 것 같아.
응, 그래서 5선발 경쟁이 아직도 진행 중이래.
데이비드 뷰캐넌과 앨버트 수아레즈는 좋은 투수인데.
마좌 그런데 나머지 5선발 자리는 아직 확실하지 않아.
그래서 경기에서 부담을 줄 수 밖에 없는 상황이야.
이번 시즌 삼성은 승수를 얻기 어려워하는 것 같아.
마좌 최근에는 좋은 결과를 얻지 못하고 있어.
그래서 순위도 두산에 밀려 6위로 내려갔어.
SSG 랜더스와의 격차도 벌어지고 있어.
그래도 감독으로선 선택의 폭이 좁은 상황인 것 같아.
마좌 투수들이 좀 더 좋은 성적을 내야 해.
5선발 투수들이 빨리 좋은 모습을 보여줬으면 좋겠어.
응, 그래야 삼성이 다시 좋은 성적을 거둘 수 있을 텐데.
기대해봐야겠다. 화이팅 삼성 라이온즈!
ㅎㅇㅌ! 삼성 라이온즈 파이팅!
ㅋㅋ 그럼 이만 할게. 다음에 또 얘기하자!"
8899,스포츠 및 e스포츠,삼성 라이온즈,"삼성 라이온즈 양창섭 선발 등판 박박이야!
레알? 첫 등판에서도 좋은 모습을 보인 거야?
응! 시범경기에서도 깔끔하게 무실점이야.
양창섭 선수 렬루 레게노다. 투구수도 절약하고 성적도 좋아.
맞아! 그리고 구속력도 최고 144km까지 나왔다고 해!
충공! 와! 그렇게 빠르게 던지는 거야? 레게노다!
양창섭 선수는 스프링캠프에서도 좋은 컨디션을 유지했어.
그럼 정규시즌에서도 좋은 활약을 기대해볼만 하겠네!
맞아! 내 기대도 커지는군.
삼성 라이온즈가 이번 시즌은 경쟁력이 좋을 것 같아!
그렇게 생각해! 다른 팀들과의 경쟁도 뜨거울 거야.
시즌이 시작되면 매 경기가 기대되겠다!
응! 우리가 응원하는 팀이 이번에도 잘 하면 좋겠다!
응! 함께 응원하자!
그래! 삼성 라이온즈 파이팅!
파이팅!"
9336,스포츠 및 e스포츠,야구,"야구 선수들의 훈련이 끝났어
오늘 마지막 훈련이었구나
응, 4차 훈련이었어
많이 훈련을 했구나
ㅇㅇ 올해 1월에도 했어
리틀야구 대표팀 상비군 선수들이 참가한 거지?
응, 40명이 참가했어
그럼 중학 졸업 예정 선수들도 있었겠다
맞아 2월에 30명이 참가했어
그럼 다른 지역에서도 참가자들이 있었겠다
응, 서울, 경기, 인천, 강원 지역에서 13세 초등 및 리틀 선수들이 참가했어
캠프에서 어떤 훈련을 했어?
타격, 피칭, 수비, 주루 훈련을 했어
그럼 훈련은 오전과 오후로 나뉘어진 거지?
마좌 오전과 오후로 나뉘어서 했어
야구 선수들의 실력이 많이 향상되었을 거야"
8855,스포츠 및 e스포츠,삼성 라이온즈,"삼성 라이온즈 경기 어제 봄?
응, 봤는데 완전 삼진 아웃이었지
그래서 삼성 라이온즈 지금 상황이 안 좋대
마좌 베테랑 선수들이 부진하고 있나봐
윤성환 선수가 토종 에이스인데 부진하다고 해서 2군으로 내려갔대
윤성환 선수 체력이 많이 떨어진 것 같아
그래서 김한수 감독이 윤성환 선수에게 준비 시간을 주려고 한대
윤성환 선수가 좋을 때의 모습을 보여주지 못하고 있어
그래서 김한수 감독이 윤성환 선수에게 돌아와줘야 한다고 했어
윤성환 선수의 부진으로 삼성 라이온즈 상승세가 멈춘 것 같아
그리고 장원삼 선수도 윤성환 선수의 부진에 영향을 받았나봐
장원삼 선수도 최악의 투구를 했어
삼성 라이온즈는 베테랑 선수들이 팀을 수렁으로 빠뜨리고 있는 것 같아
그래서 삼성 라이온즈는 다시 내림세로 돌아섰어
이번 시즌은 삼성 라이온즈에게 어려운 시기인 것 같아
그래도 삼성 라이온즈가 다시 올라갈 수 있을까?"
8198,스포츠 및 e스포츠,축구,"벤투 감독 김학범 감독 매치 기대돼!
응응! 벤투 감독이 이끄는 A대표팀과 김학범 감독이 지휘하는 올림픽 대표팀이 맞대결이야
24년 만에 펼쳐지는 이벤트 매치라니 신기방기!
맞아! 코로나로 경기장을 못 가는 팬들도 아쉬워할 텐데
팬들의 축구 허기를 달래줄 수 있을까?
아마도 텅 빈 경기장에서 경기하는 모습을 온라인으로 볼 수 있을 거야
그래도 직접 가서 응원하는 맛이란 없지
맞아ㅠㅠ 그래도 이번 매치로 선수들의 기량을 점검할 수 있을텐데
맞아! 이번 매치는 벤투호와 김학범호의 선수들이 맞붙는 거니까
24년 만에 맞대결이라니 역사적인 순간이야
그렇지! 1996년 이후 첨이라니까
그때는 김도훈과 황선홍이 득점을 했었지
그리고 이경수가 득점해서 A대표팀이 이겼어
그때의 역사를 되새겨보면서 이번 매치를 기대해볼까?
그래! 벤투 감독과 학범 감독의 매치, 꼭 보고 싶어!
나도 그래! 매치 결과가 기대되는걸"
8003,스포츠 및 e스포츠,골프,"골프에 대해 들어봄?
응, 골프는 재미있어!
나도 한 번 해보고 싶은데 어떻게 시작해야 해?
골프에 미치다라는 교습서가 나왔더라고!
레알루다가? 그 책은 무슨 내용이야?
골프의 기초부터 중급자를 위한 팁까지 다양한 내용이 들어있대
그럼 초보자도 쉽게 배울 수 있을까?
응, 질문과 답변 형식으로 설명되어 있어 이해하기 쉬워
글쿠나. 그리고 QR 코드로 동영상도 볼 수 있다고 하던데
마좌 설명과 같이 동영상으로 보면 더 이해하기 쉬울 거야
책을 집필한 사람은 누구야?
이주호 원장이라는 사람이야. 골프 아카데미를 운영하고 있어
글쿠나. 그 사람은 골프에 대해 어떤 생각을 가지고 있어?
그 사람은 골프를 너무 어렵게 생각하지 말라고 말하더라
그래서 어떻게 해야 해?
그 사람은 실수를 받아들이고 파세이브 확률을 높이는 연습을 하라고 해"
8530,스포츠 및 e스포츠,월드컵,"오늘 월드컵 경기 볼래?
응! 어떤 경기인데?
메시가 출전하는 아르헨티나 경기야
충공! 와! 메시 경기는 항상 재밌어
맞아! 그리고 음바페와 레반도프스키도 출전해
골든볼 후보들이 대거 출격하는구나
메시는 월드컵에서 6골을 기록 중이래
레알 레게노다! 그럼 오늘도 골을 넣을까?
메시는 2014년 월드컵에서 한 경기에 2골을 넣었어
오늘 상대가 약체라면 다득점도 기대할 만하겠다
메시는 이번 대회가 마지막 월드컵이 될 가능성이 크대
그러면 월드컵 우승의 한을 풀 수 있을지 기대돼
맞아! 아르헨티나는 2019년 이후 36경기 연속 무패 중이야
오늘도 이길 수 있을까? 기대돼!
만약 이기면 이탈리아와 동률이 될 거야
아르헨티나를 응원하자!"
10538,"여행, 관광 및 명소",동해 무릉오선녀탕' 인기,"야~ 지금 나 동해 바다에 아이들하고 왔어, 물놀이하러 왔지 뭐야.
ㅋㅋ 요즘 휴가철이라 바닷물보다 사람들이 바글바글하지? 바다 대신에 무릉건강숲 근처에 무릉오션녀탕 가는 거 어때? 거기 추천한다니까.
무릉오션녀탕이 뭐야? 혹시 작은 사우나 같은 곳인가?
아니, 애들한테 정말 좋은 곳이야. 삼화동에 있는 무릉계곡 주변에 자연 친화적으로 조성된 놀이터라고 생각하면 돼. 야외에 수영장도 다섯 개나 있어.
정말? 바다에서 사람들에게 치이는 것보다 훨씬 낫겠다. 근데 야외 수영장이면 입장료가 비쌀 것 같은데?
동해시에서 관리하니까 가격이 진짜 착하다니까. 입장료는 공짜고, 주차하는 차량에서 환경 유지 비용으로 조금만 내면 돼.
우와, 계곡 가운데 수영장에서 노는 건데 공짜라니 대박이다. 그런데 시설은 괜찮아?
ㅎㅎ 화장실부터 탈의실, 포토존, 매점, 안전 관리소까지 모든 게 다 있어.
이런 곳이 공짜라니 이해가 안 가. 지금 당장 차 방향 틀어서 가봐야겠다.
그래서 가족 단위로 아이들 데리고 오는 사람들 사이에서 엄청 인기가 많아졌어. ㅋㅋ
나 지금 네비에 찍는 중인데, 무릉오션녀탕 주소가 어떻게 되지? ㅋㅋ 서두르고 싶어서 그래.
강원도 동해시 삼화동 산 180-7번지야. ㅋㅋ 가보면 알겠지만, 숲도 짙고 물도 시원한 지하수랑 계곡물로 쓰고 있어.
동해시가 진짜 대단하다. 이번에 가족들하고 오랜만에 제대로 힐링할 수 있을 것 같아.
ㅋㅋ 오전 9시부터 오후 5시까지 운영하니까, 애들 놀 때 너도 좀 쉬어.
너만큼 나를 이해해주는 사람도 없다니까.
ㅋㅋ 도착하면 연락해. 사실 나도 지금 애들 데리고 무릉오션녀탕에 있거든. 오랜만에 만나게 되겠다."
11268,"여행, 관광 및 명소",에어비앤비,"에어비앤비로 여행하면 굿굿!
응! 에어비앤비는 편하고 싸니까!
에어비앤비로 광주에 갔었는데 너무 좋았어!
레알? 어떤 숙소였어?
깨끗하고 아늑한 게스트하우스였어!
와! 그럼 나도 광주에 가서 에어비앤비로 숙소 예약해야겠다!
광주 외에도 다른 도시에서도 에어비앤비를 많이 사용하더라!
렬루다가? 어떤 도시가 인기 있었어?
포항, 고양, 화천, 그리고 광주가 인기 있었어!
에어비앤비로 여행하면 도시의 매력을 더 잘 느낄 수 있겠다!
맞아! 그리고 지역 경제에도 도움이 되는거야!
에어비앤비는 한국뿐만 아니라 다른 나라에서도 인기가 많은 거 같아!
맞아! 아시아태평양 지역에서도 많이 사용되고 있어!
에어비앤비로 여행하면 예산도 절약할 수 있겠다!
그래! 다음에도 에어비앤비로 여행하자!
굿굿! 에어비앤비로 더 많은 도시를 여행하고 싶어!"
10069,"여행, 관광 및 명소",해외여행,"여행 계획 있어?
응, 해외여행 가고 싶어!
렬루다가? 어디로 가고 싶어?
유럽이 좋아! 자유롭게 여행하고 싶어
여기어때에서 해외여행 서비스를 공개했대
짜짜? 어떤 서비스야?
해외특가 상품을 선보였대
와우내 항공권도 숙소도 할인되는 거야?
응, 비행시간이 4시간 이내인 목적지에 집중하고 있대
일본이나 베트남 같은 곳이 대상이라는 거지?
마좌 약 120여개인 해외특가 상품이 있어
연말까지 200개로 늘린다는 거지?
ㅇㅋㅇㅋ 기존 저가 상품의 불편을 해소하려고 노력하고 있어
레알루다가 킹갓인데, 나도 여행 계획 세워야겠어
여기어때에서 예약하면 편리하게 할인 받을 수 있을 거야
그럼 나도 여기어때로 해외여행을 떠나볼게!"
